score
id ,:name ,:math ,:english ,:science ,:music
189583 FQwk9G9 12 77 85 73
189781 isP2cC 34 14 31 4
189833 pZbDwj 81 9 99 37
189965 I0rjKu5 24 27 55 68
190190 22Qzde 50 27 31 30
190259 d2xOgH 31 60 21 33
190503 YSFhPZB1 89 31 32 42
190551 mnrZOXk 25 92 53 4
190615 gxRgnvA 45 19 46 16
190703 j6LOGDSE 42 9 46 31
190787 bWhNLq 51 32 30 0
190976 1AdR8Mg 96 49 33 57
191378 lHhyz0 35 18 26 87
191390 JHINBWNu 4 15 15 4
191407 OCRJwb8 55 15 16 67
191433 8iB9CGp 77 8 26 99
191722 IkYMp0 42 88 34 4
192332 Vi0dCG 88 60 9 44
192686 xrsO0J 39 64 8 35
192724 1EeqTXIs 10 18 41 78
192726 cHgwlXC4 15 10 44 8
192772 P7EOHB 37 99 29 61
192780 Zzbihf 93 87 79 51
192794 sJyss62b 18 52 28 32
192949 gkvji2 72 6 86 74
193000 zFKnYZY 60 51 33 81
193107 9rVatb7 60 11 92 75
193141 6Wm8AD 42 64 49 43
193169 X9Mmhhr 66 17 73 75
193270 SI9Qog 36 36 2 9
193536 kh6w2WP5 0 94 34 74
193625 tQHbJce 67 54 30 32
193706 njPZ7Qz 31 63 9 91
193812 9KP8UNRj 96 81 50 75
194022 rNjTXeWo 89 82 21 87
194048 b4GD6Rk 76 81 10 41
194070 YHRU8aEe 88 4 85 93
194071 t7m1BnP2 90 23 95 29
194100 ZYHJSnHQ 76 91 2 21
194297 JvyDeMZ 3 44 66 48
194429 cDRbWQ 46 38 14 15
194512 3y5Q0UJ 46 16 18 16
194581 BDcJSnl 43 14 22 50
194661 XMrFbJlr 70 98 36 52
194675 metky2 21 81 38 98
194838 ApLyFciJ 16 67 35 12
194936 kdgtfXR8 1 12 7 100
194996 d39Bjrt 15 57 86 16
195027 TMWKO8xq 39 97 80 52
195043 9irC3ahc 21 44 27 31
195351 sKK4ly 15 48 29 95
195513 F7mmaC 93 34 8 36
195615 FQ4EmF 37 65 13 45
195691 60GaZf8S 57 54 9 83
195765 tDZgws 47 34 78 32
195789 iMZvtS 49 74 44 27
195830 CfWIos 49 24 42 72
195870 ArlRTmqV 36 36 41 93
195979 A3aoKH 45 76 68 36
196057 eh8dqzMg 14 77 25 10
196079 YA5ds4n 18 65 80 74
196124 EXbGuR 45 80 7 53
196293 5vV5bI 82 86 44 83
196306 F3FJaD7 68 32 44 27
196415 5Ucp1B 22 84 66 39
196772 suBDxTf 19 92 78 87
196916 WGT3tv6T 40 3 16 99
197027 8bAf0ZhE 57 53 28 61
197042 hDWUnf 40 94 1 99
197087 xOuanJh 14 18 90 22
197220 glPFWgXD 46 64 35 24
197325 rWHZc8 28 91 90 2
197372 GlFyQPsQ 1 30 54 72
197427 ErdDeyH 45 36 25 5
197595 2YLwbTr8 95 3 57 25
197629 al74QYp 44 60 77 56
197695 r7wMMp 11 55 85 72
197819 6jZouBiV 43 21 5 33
197901 sITPMpc 11 23 32 42
197986 haXSKsIL 33 49 26 40
198024 gATD5kqY 83 91 96 31
198199 M0XWfI 19 66 19 57
198245 CFccPCE 79 50 75 88
198302 6oGC1c 93 94 50 46
198408 ndyRau 38 29 70 9
198425 S8H7KB1y 45 65 9 65
198441 2P3eH7lU 33 59 3 27
198529 EIZgbwO 25 31 57 59
198667 a0F70V 21 9 66 8
198696 RjMGyos 6 10 68 95
198738 uNKMkZ7p 73 66 75 73
198929 g5SmaSl 57 90 98 82
199116 nFdaoSp 26 49 92 78
199140 ZtMHbyW 41 84 45 79
199166 fKVbQk5z 90 21 47 15
199207 IRG7JE 16 94 93 43
199288 PVS8KO 93 9 29 50
199346 pcSFKO 88 5 75 4
199474 EvhPbAV 88 6 15 4
199534 0F6TNEjg 100 42 83 82
199620 yjY8TmZB 23 76 65 90
199877 z4fqRWE 86 57 96 85
200063 HQkrzW1 35 98 28 64
200141 6XRR2n 71 42 52 35
200167 3crkKaUB 69 22 88 59
200220 MSgQCFHp 6 20 87 7
200291 q6KUtZO 99 71 77 99
200402 Szyruy 55 96 74 22
200409 QnDJE5Oq 68 79 83 55
200559 PcpLAesN 34 56 14 90
200785 q0APUqxR 28 80 47 82
200821 lIfet9k 4 22 12 69
200830 AcqjL5X 30 1 16 42
200891 Sgw3L6 2 95 99 81
201065 2zBW9s 63 40 35 6
201114 VrErz2p 15 18 74 33
201119 ILqTuX 13 96 17 71
201212 CCtGw07 52 43 85 31
201260 1jla3j 14 87 15 55
201267 LDcNqg 39 45 1 44
201334 bsvZyEXp 42 86 32 96
201538 x1AzWIy 73 50 66 90
201622 0SnpfI6 10 33 79 57
201802 fc16eE 46 78 9 42
201831 ZBFTLSBX 21 37 77 68
201924 9VK2vwG 39 95 88 18
201933 zPTKWRlg 62 5 10 18
201980 eS01rdR 43 76 68 81
202065 xKX8L8 84 18 23 72
202330 GPZBRwX 6 99 15 69
202631 AQkB92L 39 59 4 16
202713 zawj5Z 22 14 17 69
202714 wG0RVJ 53 30 40 39
202789 mIwd2uE 90 91 59 28
202847 2LB2E7 94 94 28 85
202956 x1vfT1pQ 56 65 74 95
203105 EuLLTKN 63 10 22 29
203212 E5gr01g 57 73 58 30
203470 26UAX8A 45 23 86 35
203564 RHU57th0 24 49 83 82
203655 37pAMQqn 11 52 93 3
203753 n1L2T9O 17 78 60 33
203843 emk0uh 52 33 71 31
204082 0Bad6O 46 13 80 87
204085 ZdsLY2E 92 19 89 87
204210 l35m1Y0I 86 28 40 63
204354 IuxMpyH 47 76 93 25
204426 b9SPhJIm 60 96 35 74
204929 yBMN5x 95 80 19 6
205223 oW6UgW 29 19 26 64
205326 W7uaq1R 97 32 22 80
205640 nfwliyS 82 9 45 46
205746 3suipOn 6 72 58 45
205837 bgyKirK 63 91 88 53
205895 kYayou 23 35 1 21
205975 6rqgZx5 79 60 100 97
206032 oTx7W5En 77 51 29 44
206169 s7ALgKT0 6 74 33 11
206219 rFYBrj 25 32 3 46
206285 qMMhWS 3 78 53 97
206332 sYGY3ZDi 29 56 52 96
206366 kKNLH2q 15 95 33 48
206596 svejFz 56 26 20 88
206607 Vd12ZSx 1 23 59 86
206634 ObH0YMGG 20 25 36 56
206810 Pcf0frK 56 75 97 47
206840 MOmYiC 52 47 30 43
207053 NpvhTW 8 14 15 47
207205 sOcWTh 28 66 72 91
207275 rhcH6GK 72 72 17 36
207286 CoUVsR 35 5 55 95
207639 sQXWUym 85 78 74 47
207657 jkORrc 91 81 97 49
207759 K5P18d1 6 97 32 10
207809 L6cts1 3 43 84 53
207822 oCl5tFTm 25 99 39 12
207887 FEUPW6 25 64 10 11
208008 Y6HbXX 25 18 28 21
208196 7c4hlok 83 70 41 69
208454 bi7FNGoR 8 39 72 100
208504 ZeUsQT 32 4 86 18
208552 qE7CyGg 82 23 91 66
208575 N2rQ6NS 6 57 83 3
208650 UKBMmg9 10 32 58 24
208673 TRPDO7 33 3 48 45
208769 0HfZF7b 21 63 100 2
208780 fa64bh 10 65 36 88
208849 GOUIMs 15 51 95 89
209082 XN5Dk6 97 22 74 90
209164 7zQi1U 83 80 84 77
209186 1ogUzR8 69 85 19 14
209312 3qxbyo 85 20 39 62
209652 s8IoznuX 52 16 47 9
209814 1th5At 45 95 87 7
209875 dZ9LlKwr 89 43 62 86
209888 mAQ8dJQ 72 76 66 10
210016 UT8GqIZs 84 22 22 19
210133 SDnNLk7y 39 69 47 3
210296 1E42qBQ 3 2 89 15
210426 HVVlrZI 33 94 46 42
210603 c1ISsua 39 78 26 25
210673 lRvsT15 69 13 0 21
210722 M9j9hMGn 20 44 34 72
210882 jvPrU9b1 38 22 31 21
210922 xBWODau 93 44 16 83
211044 uYjiocYV 27 26 7 37
211068 yVmHD9 17 98 48 31
211259 69YfBYt 93 60 2 65
211267 XFsAgx 28 81 91 60
211293 tJFfmJYV 67 32 42 19
211389 vwSRcyS 36 88 96 98
211479 3HsNvmTN 30 42 56 19
211562 RCDSdSO 98 27 99 71
211798 Y82B3Vfh 65 96 63 55
211839 xPGzrZN 80 38 39 82
211854 VBlGvb 29 7 87 17
211968 rDDzr6Xa 83 86 69 95
212011 QmYhty 21 51 14 89
212025 PxZabWD 45 1 78 13
212131 LyAcaSA5 41 35 17 22
212464 Z9jY8JYO 30 70 84 80
212622 Z1IJOBc 23 86 73 11
212650 ibxCfH 51 66 4 70
212725 AB11fTkk 67 15 71 48
212802 68zRzy 88 47 45 66
212807 19gzbLEK 81 49 55 11
212894 esGdbB 34 33 32 95
212928 ljVG4s 52 7 98 71
213001 KsYPzFLZ 94 13 48 26
213012 KWhmmEej 19 49 35 20
213111 Ca7SzX 14 42 70 26
213351 FPhqxQB 19 37 44 6
213663 kN9b0Gd 24 12 23 8
213675 6qiA6Ug 40 88 40 22
213709 b3JVC8UP 69 13 2 53
213919 8kkNiwpP 32 84 76 47
214011 bkAhp7 62 77 37 64
214028 Joq5Xi1A 78 8 80 17
214064 4Q2MNh 58 57 59 52
214160 HhWge1 43 70 32 74
214327 tt0l2yg 78 52 43 74
214416 mJea7fSq 36 27 62 79
214611 fYA9nGmW 53 65 60 29
214681 vQ8z9KD 23 79 78 70
214711 VrXyjU9x 27 90 44 66
214854 jqxY6I 87 16 32 73
214947 tAKgSb9A 96 66 67 75
215031 ol1VOT 13 12 71 43
215222 QNvFZUY1 88 68 34 41
215413 WOtTcT 11 76 55 18
215647 LRdogp 56 84 87 57
215672 XtyYcBu 66 61 25 20
215779 ccuHUSCH 7 3 30 94
215788 ySzkN3LI 63 17 95 4
215790 1zSe3FO 27 54 21 94
215898 g2zK1qm 78 74 3 40
215967 qoXN75Ra 18 78 85 96
216115 iorgUj4T 66 46 47 48
216146 ueDNjaFD 15 33 99 47
216315 SU9RlII9 85 83 2 10
216317 nMmKGD 33 80 4 74
216375 j6ghIuX 20 60 68 17
216405 fVTvR8OW 58 98 10 7
216484 fku3OUJ 57 18 18 58
216532 APrOR33 11 99 59 74
216749 WbRrdc 3 79 45 44
216823 1SjXsvgb 47 19 41 96
217016 a53ynfrT 63 43 18 78
217085 60Bqku 58 94 80 57
217245 oeVxMMx 9 65 12 66
217341 ilNNwQCJ 58 11 20 22
217395 m41zAsr 91 11 26 87
217530 QL5nWym 80 46 91 2
217559 zCdvrwQ9 46 54 90 16
217585 zfu5sVY 59 54 90 70
217757 vR3XKe 74 19 50 95
217763 8TrTGV 72 85 81 26
217917 AHwtia 54 57 5 26
217918 A8TJuv 16 72 61 6
218002 j4oB2wPH 38 24 71 33
218027 ZNsQo8 19 40 32 53
218073 nEIdQa 75 10 38 85
218098 JwYhxE 29 15 61 82
218350 TmaagA 37 74 74 12
218443 2VjgMyT 9 50 49 72
218448 qaSUV884 18 11 72 90
218553 NRF6DxR 2 81 39 26
218617 HAgwcRW 98 35 100 67
218629 VfCzwsx 42 82 38 26
218632 Ac5nKvP 16 31 49 77
219162 PrIGAW 88 52 87 69
219450 freXGO 19 34 38 72
219457 TVS2vq 92 75 93 67
219693 EOy8zo 68 78 59 57
219698 NrYPzP1 77 86 11 75
219849 tcV45w 2 84 48 51
219904 Pl2AMm 7 45 24 0
219917 j5WQrzp 81 80 93 18
220279 oJiryflT 37 16 23 47
220528 N6SuEr 13 93 32 68
220561 aA19Uw 31 24 78 94
220599 HFlyaV 28 74 6 78
220707 lOf9IB5 90 82 41 99
220864 OMDa8oct 86 10 16 29
220968 zNEjrmn 53 84 13 36
221092 Dgxta5q 30 86 13 1
221208 Iwp9niNn 76 93 7 90
221375 Hhie0L 41 69 40 44
221416 2YLwbTr8 84 52 35 15
221441 5JYB6wu 28 72 36 54
221604 TSf9Ca 57 72 39 62
221637 eWNjLCdg 50 73 32 78
221795 v1Beti 66 61 63 13
222136 Qvx0cXU5 23 8 87 50
222169 zLszRn 27 85 55 74
222269 qINko4H7 78 56 3 35
222367 pR56szwI 55 8 48 83
222479 DjbfNoW 96 10 40 14
222519 KG1Gci 9 36 39 11
222631 2rlM7SW 76 9 42 64
222716 Lvv5Ncu 73 53 53 29
222722 vtV6o2D 72 44 92 1
222736 OOUqhh4 75 58 92 69
222763 emvKs27 2 13 20 14
222830 eLsSn3zV 62 33 40 41
222853 n3Qhl5 59 7 67 25
222875 1TjPEV 64 65 60 41
222941 xYuOQU 38 10 65 36
223207 s3nBHB 94 74 49 7
223262 mWmxB2ww 2 47 61 80
223271 7W76Ge 73 45 41 69
223373 Zu1MW2c 95 100 51 95
223470 wqTQpx 20 78 89 58
223606 0Kzm1XO 31 68 14 0
223831 wMDEVMA 52 36 60 61
223877 egFLCi8m 37 10 96 66
223904 TbcDBCZ 30 33 0 78
223927 XrwzNlqI 2 71 78 46
223947 uWn6lyjN 67 4 19 7
224007 nPJQf3T 66 44 24 94
224067 OW01Dy 26 5 13 81
224172 QrOtvxC 14 98 83 13
224216 9IiDz8Mn 92 38 69 9
224286 WQBL7cO 51 4 68 12
224601 EoyxKSgA 57 6 16 41
224650 76PSKt 11 68 65 27
224697 PjWOKhq 45 28 9 89
224819 DZej4i 63 4 51 66
224835 JFYq2dQn 16 25 19 25
224920 c9DXRGd7 46 68 69 31
224983 fsjYNhM 17 96 54 77
225126 8c8eI9D6 76 62 75 55
225209 qfHNbs 48 10 38 8
225211 8eETZ9 68 87 40 69
225643 zXJ7zn 22 78 22 31
225743 lf9ETV90 4 69 83 49
225871 KMY5rhU 58 5 18 22
226025 kNt8dFI 62 100 73 30
226026 ok295YG3 77 24 71 38
226064 gv0zsIw 88 89 39 55
226270 LFJ1BLC 50 83 0 97
226366 4bU8Lv4 31 67 64 77
226408 c6f5DDo9 5 99 48 3
226691 ElAc8j 38 91 97 1
226791 Y3DRGo44 89 40 30 92
226804 EL8hZkA 60 59 55 48
226822 Pfk2XTUM 86 24 95 88
226873 LXRXvi 79 51 76 10
227064 QeNAHuF 91 24 49 29
227084 1EyCXHJ 41 15 96 17
227330 SGwbNLt 4 7 71 6
227366 gTMUZIV 10 55 71 7
227476 28xmQyY 1 71 42 21
227513 VmJa4LyE 75 88 94 96
227608 QHuR32 71 5 25 38
227635 HbNdifZ 16 82 66 14
227643 7DWfiLXK 88 45 56 36
227678 xsYqyjrn 74 18 36 2
227829 2SZ7En8 85 90 7 23
227908 5FNw3Xo 1 29 85 81
228024 yJxyCe 56 98 94 49
228297 cC9q9F 21 96 95 26
228374 ArEBawWj 52 80 30 36
228474 1u0xrUwG 44 17 67 67
228475 ZlJGzsbS 78 33 54 90
228529 YPiD4vfM 28 18 11 97
228635 NQGWkVTc 77 39 57 46
228638 MLeDXr7 67 57 79 4
228676 7u9pTec 64 16 1 2
228724 GNTVOSvU 42 100 66 32
228768 iIDWwJM8 70 94 53 80
229079 74Fh7w 37 33 11 58
229200 PifHQfkD 4 35 74 9
229305 STt4ik 20 58 36 96
229389 xsYqyjrn 86 7 28 52
230072 TxxqRF 89 68 30 64
230124 W6JiFJy 69 81 36 40
230529 VVOIm6 80 95 73 37
230658 Zg3x3FW6 19 54 16 75
230798 3dYmJ9jE 48 91 57 34
231075 qk0NzYiD 17 97 69 100
231352 6EqrtB0 99 79 75 68
231439 tPE5y5 64 71 29 74
231477 kjaVjawR 15 32 45 97
231523 SBG9dWro 15 70 37 76
231527 C1Dj1C 68 69 11 68
231565 IHBWW2 66 83 73 31
231892 i5rgOpCE 27 3 25 38
231988 q3DpjS 85 35 47 47
232024 BXaPAEz 0 21 52 78
232232 AbShDG 54 39 58 12
232245 STt4ik 60 80 73 34
232673 kQBgiKA 95 5 11 4
232913 B78a3p 78 17 85 56
232996 OXBq5If 57 30 11 2
233210 kK25RJ2 9 77 6 59
233262 2pnaKwvn 10 15 45 57
233348 dFYj1Hp 91 61 13 19
233394 GRoqEHq 0 20 45 68
233461 AnQGGMoj 78 64 93 9
233474 96ZEqQ 2 51 45 48
233608 QiAXiL 11 12 74 95
234014 t3V7tB8A 52 81 1 41
234540 tTagomX 83 14 28 39
234616 zPTKWRlg 5 68 37 2
234618 PfYe488G 85 91 25 19
234635 ywq9VpH 84 53 96 89
234656 X2bgB8az 43 37 20 93
235012 nOdTWF 41 97 50 3
235086 zQUK3iV 92 26 8 38
235121 SZzIqzH 29 75 45 73
235209 HbAi8b 92 45 39 25
235386 tOO7NU5 73 70 27 54
236059 r4Y0tP 35 13 68 4
236181 Pz4Hmlb 47 81 75 71
236344 iregp3 89 62 38 40
236609 xfGXdc 57 3 95 44
236718 ArlRTmqV 3 21 4 35
236824 wDTTa6eS 46 14 68 53
237019 Q88ecH 41 48 13 65
237101 rdrnGm 96 53 95 71
237102 K2bZl1NQ 12 15 63 36
237130 q9WKO2 93 85 12 51
237159 IlwE8P 3 90 64 66
237202 3qxbyo 99 57 15 15
237230 E0wn5tuX 91 63 30 28
237374 iiOgRYM 68 11 52 51
237446 W7INxMA1 98 82 8 89
237512 woTFGCO5 26 43 90 93
237590 JDVxJi 52 54 18 58
237887 90Vj88pR 93 34 12 84
237902 FEUPW6 68 71 89 13
237969 0QaerK 31 62 89 25
238036 oJts5k 3 97 1 61
238126 JLSnynNi 77 28 14 60
238157 w06VCrvK 12 14 24 11
238221 OxCViAX 23 33 78 64
238482 J1cmn8y4 13 35 16 4
238713 FsfzqiYb 24 12 15 92
238746 BDJSWu4 98 79 48 45
238894 KWhmmEej 37 81 24 25
239091 L1JiH25 55 12 3 63
239166 kQ8rIz0w 36 3 79 47
239401 w24rG0h 3 46 44 54
239502 wTch7gBU 7 28 4 68
239752 kWFQxuuj 75 6 61 68
239820 6AZ1jWW 20 32 38 17
239846 85WEzZk 13 60 27 91
239922 2rmURd 9 83 5 24
240024 YHOmTx 37 89 28 28
240055 W36EAHmd 77 41 90 77
240066 ZlghcYB 77 51 52 82
240111 Fi9yJvm 96 41 18 67
240164 Wac7fc 89 72 51 38
240215 ebvU9L 24 33 84 41
240259 k73UdK3z 56 53 4 37
240436 PfuzXk 98 72 79 75
240566 NrYPzP1 97 78 56 89
240668 60Bqku 19 44 55 85
240737 GB6Pv6GE 81 81 64 90
240759 VKg1sBIW 52 9 72 65
240845 nfEj5t 39 8 48 30
241010 U4eed3b 57 39 2 26
241118 zDmh4Jf4 32 26 77 18
241131 aEgI9YIK 63 4 84 58
241164 aPxGzh 72 86 98 55
241226 H9ZKl8 49 3 40 75
241255 avlRJUbK 3 14 11 88
241280 ox4vBnS 75 56 92 40
241295 85QXVpi 85 34 79 92
241456 zsOuW2 47 16 43 2
241478 ItERjfGd 34 26 32 69
241656 nuTjvscL 65 6 63 8
241766 YnkY76 50 46 26 74
242033 3XchY5lJ 18 54 41 64
242078 km0ldlEz 73 36 71 73
242115 pEqyQgO 89 47 88 24
242231 uM0qqwD 97 68 71 53
242313 CPO3tu 90 52 45 10
242419 gT4k1k 85 61 53 39
242519 t4baOmgx 78 71 95 82
242552 QPJtIv 78 6 8 22
242603 hDWUnf 36 6 96 20
242765 WcRz0maQ 28 92 27 87
242823 UfM6Fpc 26 82 40 8
242848 47rIM0e 4 80 93 34
242943 2oQXp6DT 29 62 16 61
242973 1eqvbt 3 25 68 80
243001 OTS7gP 19 84 50 75
243104 1f22rs3q 62 65 59 47
243235 t4baOmgx 68 62 31 40
243455 jw8ZSV4c 45 40 1 88
243600 xMhdLN 9 32 83 21
243749 QID6cC5k 6 5 97 61
243844 8VQ6m0g9 74 69 42 92
243925 JWI0Us 80 53 4 44
243979 DjfpHn 15 92 49 5
244163 ndHY2q 18 34 63 13
244209 egJ1Cq 60 3 42 76
244253 q9IuIw 53 2 4 7
244267 31qSNz 68 26 86 95
244432 6rqgZx5 30 99 45 32
244647 7gimcWC 98 38 6 12
244962 hEsZcuj 16 84 76 77
245010 nMmKGD 64 45 77 41
245316 p1C0fW8X 55 5 21 16
245490 6mzLF7 53 18 50 8
245532 8dXSXH 82 85 73 40
245674 bP3iZIm 56 34 83 17
245714 elxSsA 37 30 74 34
245912 BOkECG0 92 46 96 62
246038 O8GUmjXf 70 36 27 84
246163 tLX4G8oF 55 57 94 45
246245 9BjY1M 29 61 42 75
246352 UYf5tdbd 68 74 1 16
246406 0MBiuX 5 22 17 15
246433 3qwG9qws 57 99 9 45
246458 s6Xrt16j 89 54 45 13
246466 LBMb8l 48 21 65 64
246487 lwRhHw 0 39 31 84
246538 eWNjLCdg 54 66 26 45
246667 wgenPX0 81 44 76 21
246824 riJT3QGq 53 83 85 6
247098 7BCqTE 84 64 76 34
247622 K9PMUA1 77 23 51 17
247640 GXOafDX 55 10 67 43
247691 aQCCVXoU 14 92 35 2
247759 IeeL6L 8 81 80 17
247927 1EMMzyS 74 88 48 63
248134 lul8WV 36 79 55 29
248180 yCsI0S 47 99 89 89
248228 M2cQkGV 23 2 65 66
248289 fnKSNM 78 8 12 91
248304 D2GaMh 8 34 99 42
248337 DXk4usg 43 12 89 66
248374 xlcKnQvr 27 58 41 40
248473 g7GmcJM 79 11 73 65
248697 BdkfcB 55 24 87 72
248992 hFExRlMy 84 46 24 14
249100 DdX0pZf 96 22 63 62
249107 9F1CBIb 2 96 50 1
249224 UUg6Bf41 26 76 68 35
249231 GOs2X4 12 63 72 70
249280 fg03SewD 97 36 64 30
249480 f69V8q 99 52 24 16
249535 c244nW 47 69 37 90
249557 jmzMR0OM 50 82 85 7
249585 0THYmI 96 7 60 95
249649 RUwOsR 70 80 43 6
249685 5lpUI3Yn 27 74 56 67
249753 4zYDMs8P 3 61 2 1
249757 8eETZ9 18 66 46 3
249763 PwdELss 53 84 48 34
249775 8qaenNPB 86 39 70 8
249808 Dj0JaAj 71 21 27 79
249824 ZTgKq8g 25 51 87 60
249877 SAP3uJX 86 61 85 68
249896 2XYic4e 86 14 42 4
249981 8Ddc42Jk 67 90 68 75
250018 WrDCSb 0 1 11 82
250334 FsFsIVW 98 7 91 100
250336 gbJwTF 91 44 42 38
250345 nDMAd7 80 86 77 79
250378 RNipzt 25 39 76 92
250624 4DGojhp 49 76 21 0
250759 n3LGAN 4 82 8 86
250771 yZLrLaks 2 66 61 5
250797 L2PrSme 19 21 53 1
250887 FwIFn0D 65 19 59 60
250945 ibl96LHw 71 96 78 51
251033 LbfOXuE 11 71 2 31
251048 gTMUZIV 8 7 35 70
251117 CMCKK89J 75 35 68 48
251143 YdBhzFm 47 94 44 13
251160 DHOX0ahN 32 98 55 1
251292 LmsPAkdX 58 60 33 21
251499 BMLTRtoN 45 9 19 14
251517 qDFIvVG 31 89 66 6
251535 xvM0jU 95 11 20 65
251680 ozZjUP 54 98 31 24
251683 6bhQomG 75 29 99 13
252010 TvNn8tf 67 39 97 82
252138 0Boo7H4 54 81 53 62
252171 xM9yduod 10 78 61 84
252180 QogmgTj 31 76 26 2
252185 9BIrYEhJ 100 97 42 80
252263 eKPirH 78 12 12 33
252283 Onp2tMfo 66 69 15 71
252361 RRkDf6vV 36 99 58 27
252424 3x3jC5 63 96 72 6
252610 bP3iZIm 97 70 58 30
252658 toL2JJ 47 42 77 39
252987 lsKJjnOS 31 53 69 7
253121 DEE5e96 20 53 71 14
253215 XMrFbJlr 70 80 69 83
253345 3YcdMZxI 12 16 35 33
253386 3fIgSM 14 80 48 34
253937 GaRwi8 64 99 67 78
254025 DHOX0ahN 16 91 18 15
254172 RsosraN 92 98 18 25
254193 qeecOox6 10 80 82 50
254585 25Gfmy 17 2 30 94
254621 dEnzhi 6 46 93 11
254637 IHLC8z5G 94 17 25 18
254663 2bHYgM3 13 64 25 40
254866 fPbF8UmH 22 57 93 68
255182 TRlsSBp 97 2 84 10
255272 dtcroC 54 46 45 83
255400 FswJLxx 36 73 63 48
255402 6wKDBE 35 45 47 16
255407 XQHj6es 72 84 28 30
255438 7Ubq8WES 17 28 57 78
255461 Rv5jSnl 41 39 67 30
255547 rPAIWs 61 59 28 60
255679 0SnpfI6 70 8 54 54
255735 5rHPlhl 1 55 58 26
256020 EEjRZI 15 56 84 49
256025 APHfsFP 97 18 73 4
256061 bHR1Te 21 69 98 24
256116 maoh16 52 59 91 50
256210 7zY3kDC 42 97 99 81
256276 6mHgbyic 15 21 97 72
256356 zOrnHU 29 94 10 20
256411 lhpd5L 96 82 20 10
256436 CFccPCE 54 77 1 79
256509 GvFRxIa 51 74 63 100
256519 0yJ1roE1 2 19 66 63
256742 Q1gt1R 10 25 77 69
256743 gNsbDk 44 32 16 1
256919 a5e7c9SA 41 47 70 17
257023 0dfbKxne 31 27 57 21
257049 0KIRg4 2 79 80 67
257054 I18MyrXe 93 15 87 44
257058 EhnFWP 79 57 9 7
257489 lyVl9g3 54 13 50 17
257498 oSmhYiqy 90 63 83 2
257507 ASwmhTyu 96 54 27 78
257527 cdm1dPj 17 22 36 81
257654 WMqLJk 11 37 31 82
257664 LcA5aXZD 48 91 54 3
257672 MrPx87 82 47 56 98
257776 Xnd3D2F 1 92 58 99
257876 do2oSu9 49 89 59 84
257983 N0fSZZU 40 33 46 30
258168 VFAMMCOA 62 91 86 32
258365 8f9GY4L 36 58 81 57
258400 fs05ul 29 99 36 95
258525 VZ26M6 9 4 9 63
258526 sG0OwSZ 2 37 34 59
258583 DjfpHn 4 25 87 91
258601 VRepU70G 92 61 32 10
258650 bcpYVdYU 66 58 86 92
258675 SDCZjYzE 94 77 24 83
258692 gWu7qW 55 51 84 33
258775 id5mNv 51 39 13 75
258811 uIx7S8D 24 73 64 23
259147 4Pzq2dj 53 62 15 16
259263 FFyy1qZB 59 90 31 55
259635 IKtbhZl 1 4 95 92
259638 PPbBuI 72 81 24 59
259699 F33kF3n 25 17 72 89
259760 LVoTqw 78 22 14 36
259832 5jUmNDg 16 74 68 89
260344 ob2Vt2j 87 51 90 65
260516 kLmLQB 55 95 3 94
260559 uLc7GwU 23 86 93 21
260670 eygj1VkO 22 96 70 67
260709 GdvsEl 6 26 76 9
260784 IvPZQw 28 97 37 27
260856 5oiEKT 80 65 79 78
260859 FAd4YQ 55 41 4 92
260984 p9hEBXX4 57 93 89 29
261040 MyDcHI 44 95 6 43
261076 85MElV 27 91 62 91
261270 PgjHhV 74 30 98 41
261276 DzjqonS 62 96 46 15
261609 eQsUlvC 39 83 96 99
261657 gO2ubun 78 14 70 56
261725 xMQWlUzr 48 60 29 33
261888 UUFMLKDV 81 10 69 67
261979 4dNMktc9 55 87 73 72
262030 3vxp7p 9 48 38 62
262112 E15gzl 5 20 64 6
262132 wsc9F0B4 52 59 25 69
262183 4xB7RHAN 60 2 88 98
262188 BClM8qH2 28 86 96 3
262488 tAKgSb9A 46 77 50 91
262517 O2sDVzC 38 99 57 28
262536 ju4d7rFR 17 32 56 57
262626 YPLkYWyL 37 95 29 38
263075 tW5xHswn 8 56 29 56
263229 FpQCVE3 47 80 51 5
263271 FaTuWl 56 29 37 75
263368 zHrqgv 10 97 17 87
263561 NSpyE2 96 39 59 63
263686 NO4fHI 23 64 9 59
263880 TZwsv7 6 6 49 82
263938 P9R4Ho 26 28 67 74
264226 Kc3Q97Qw 47 14 14 89
264337 iKeoU1C 56 23 21 89
264449 M0udgMoF 40 6 42 74
264504 yVzAtpMH 96 31 92 10
264713 EbrsjSg 29 21 72 2
264836 wX7NaHi 56 17 12 96
264917 38wlSEq 42 60 47 96
265327 HLdtKYW 52 21 68 72
265382 96oVrF 65 96 94 65
265467 emk0uh 96 21 36 99
265477 MhKdCwP 98 75 99 35
265493 zqupBjl 48 15 28 54
265530 MrAug7i 27 8 3 96
265559 h427rM 67 10 87 82
265673 qbAj9fOP 13 10 4 88
265807 fb94jew 14 38 26 47
265977 G2fcHF5Z 99 65 84 52
265987 3Rqi1D 58 78 25 11
266028 MAnuXr 94 87 53 84
266035 ieyhBB 85 36 85 76
266215 7GcNmBP 53 82 42 24
266381 cNXek0 93 55 44 32
266475 T44Dv6li 55 84 6 31
266484 fep4yfQd 96 8 18 5
266653 T8QqLw 100 8 32 84
